ds,yhat
2015-07-01,96.33075788895955
2015-07-02,100.03930616189884
2015-07-03,107.47767064552204
2015-07-04,104.93437439050834
2015-07-05,101.70261026283154
2015-07-06,101.92649661644688
2015-07-07,99.5754599871932
2015-07-08,100.8709461870898
2015-07-09,104.72247643213643
2015-07-10,112.2685509468636
2015-07-11,109.80238949329052
2015-07-12,106.62258939495722
2015-07-13,106.87916559274757
2015-07-14,104.54770172005266
2015-07-15,105.85582072015687
2015-07-16,109.71899909336616
2015-07-17,117.281234761928
2015-07-18,114.8405654146149
2015-07-19,111.69952496331237
2015-07-20,112.01100914857658
2015-07-21,109.75228502349691
2015-07-22,111.15135764843272
2015-07-23,115.12272181325767
2015-07-24,122.80801130616202
2015-07-25,120.50154384017802
2015-07-26,117.50084919056948
2015-07-27,117.95265016431203
2015-07-28,115.8270284078167
2015-07-29,117.34398442444652
2015-07-30,121.4094145214973
2015-07-31,129.15601111292693
2015-08-01,126.86907756483352
2015-08-02,123.83733757462831
2015-08-03,124.19920071524261
2015-08-04,121.91720795805378
2015-08-05,123.20485838199478
2015-08-06,126.9628318861387
2015-08-07,134.32010691651232
2015-08-08,131.55995767972516
2015-08-09,127.97090501608179
2015-08-10,127.69307781189092
2015-08-11,124.69270522176383
2015-08-12,125.18893868254919
2015-08-13,128.0900176998577
2015-08-14,134.53427900429676
2015-08-15,130.81599555378136
2015-08-16,126.30268311245455
2015-08-17,125.08153504035772
2015-08-18,121.1333132164038
2015-08-19,120.69229910726179
2015-08-20,122.68212755781444
2015-08-21,128.25645103556374
2015-08-22,123.72442953163642
2015-08-23,118.40113256908748
2015-08-24,116.45332370035116
2015-08-25,111.87336213551025
2015-08-26,110.9054353387968
2015-08-27,112.48115152038719
2015-08-28,117.76000625683065
2015-08-29,113.05472365110685
2015-08-30,107.68156244164021
2015-08-31,105.80606004494541
2015-09-01,101.41695035271871
2015-09-02,100.75246884641126
2015-09-03,102.73607223713353
2015-09-04,108.51708374898259
2015-09-05,104.39626003123793
2015-09-06,99.67636449273658
2015-09-07,98.50821338912964
2015-09-08,94.86492297121892
2015-09-09,94.96856308614272
2015-09-10,97.72623582832055
2015-09-11,104.2710815343757
2015-09-12,100.88819930349402
2015-09-13,96.86555828131193
2015-09-14,96.34035795389458
2015-09-15,93.27355835228732
2015-09-16,93.87677901573298
2015-09-17,97.0442694124863
2015-09-18,103.90700064970821
2015-09-19,100.74575875572631
2015-09-20,96.84641778933235
2015-09-21,96.34629869764598
2015-09-22,93.20864612056519
2015-09-23,93.64942420894756
2015-09-24,96.57344797707871
2015-09-25,103.1153526796169
2015-09-26,99.56539082365737
2015-09-27,95.2201376212212
2015-09-28,94.2285696805724
2015-09-29,90.56624617119309
2015-09-30,90.46180118044133
2015-10-01,92.83277146114386
2015-10-02,98.82626956371558
2015-10-03,94.74449909799499
2015-10-04,89.89519951430435
2015-10-05,88.43749107603603
2015-10-06,84.35585428129185
2015-10-07,83.88645651338346
2015-10-08,85.95285313455445
2015-10-09,91.70657493371897
2015-10-10,87.45259947108393
2015-10-11,82.49979339754334
2015-10-12,81.0067950412997
2015-10-13,76.95606914066822
2015-10-14,76.58034322032789
2015-10-15,78.79844875804247
2015-10-16,84.72089463169459
2015-10-17,80.68106369831895
2015-10-18,75.980316986965
2015-10-19,74.76926612021286
2015-10-20,71.02204159155545
2015-10-21,70.96294052329287
2015-10-22,73.50247177868034
2015-10-23,79.77830078757948
2015-10-24,76.08108213769468
2015-10-25,71.70525783670246
2015-10-26,70.79528192356061
2015-10-27,67.31999546827267
2015-10-28,67.4993545757427
2015-10-29,70.24052876769684
2015-10-30,76.67887238346354
2015-10-31,73.1037580649081
2015-11-01,68.80935190778028
2015-11-02,67.94079321162413
2015-11-03,64.46850559609224
2015-11-04,64.6148451909105
2015-11-05,67.29010660846656
2015-11-06,73.63339279588256
2015-11-07,69.93834128839958
2015-11-08,65.5037897881285
2015-11-09,64.47984712045792
2015-11-10,60.84209914090402
2015-11-11,60.818157710978895
2015-11-12,63.32357540802647
2015-11-13,69.50263352568454
2015-11-14,65.6539968284079
2015-11-15,61.08131840666489
2015-11-16,59.939260607579705
2015-11-17,56.207661074806666
2015-11-18,56.11805106970529
2015-11-19,58.589547455799874
2015-11-20,64.76962436468853
2015-11-21,60.95975630334054
2015-11-22,56.466014276152364
2015-11-23,55.445079150630534
2015-11-24,51.878399675557205
2015-11-25,51.998700908371795
2015-11-26,54.72586330688428
2015-11-27,61.207677730770044
2015-11-28,57.775477222371
2015-11-29,53.70467982607906
2015-11-30,53.150801972369536
2015-12-01,50.0935760368015
2015-12-02,50.76342661522278
2015-12-03,54.07731807072224
2015-12-04,61.179480694462306
2015-12-05,58.367009209437036
2015-12-06,54.94041774887138
2015-12-07,55.04961859619406
2015-12-08,52.66805554254383
2015-12-09,54.01920131657364
2015-12-10,58.01244313632051
2015-12-11,65.78386535267353
2015-12-12,63.621924055461776
2015-12-13,60.818098345103024
2015-12-14,61.512985490340085
2015-12-15,59.67057007427171
2015-12-16,61.504875114950266
2015-12-17,65.91601702360472
2015-12-18,74.03117048424261
2015-12-19,72.13043458629345
2015-12-20,69.49768078830321
2015-12-21,70.2668453147697
2015-12-22,68.39639108753536
2015-12-23,70.09614192539163
2015-12-24,74.26350551358243
2015-12-25,82.02458591206702
2015-12-26,79.66017182486296
2015-12-27,76.45667646689166
2015-12-28,76.55248741237524
2015-12-29,73.91244798215259
2015-12-30,74.75467016597652
2015-12-31,77.98669376921586
2016-01-01,84.74649175853331
2016-01-02,81.3283083225389
2016-01-03,77.03340690438242
2016-01-04,76.01618914816655
2016-01-05,72.25840998786327
2016-01-06,71.99569360609071
2016-01-07,74.15337065596857
2016-01-08,79.8871432813922
2016-01-09,75.50857172517664
2016-01-10,70.33546760019028
2016-01-11,68.53766294124546
2016-01-12,64.11088859449376
2016-01-13,63.302974942075735
2016-01-14,65.1441794839852
2016-01-15,70.7032746316791
2016-01-16,66.29715766704857
2016-01-17,61.24631248563469
2016-01-18,59.72047776187228
2016-01-19,55.71248257735671
2016-01-20,55.464464790526634
2016-01-21,57.903501387851875
2016-01-22,64.18216422769315
2016-01-23,60.603999650544154
2016-01-24,56.47401935432004
2016-01-25,55.94467150511646
2016-01-26,52.99002297597315
2016-01-27,53.832360546044065
2016-01-28,57.37823186376341
2016-01-29,64.75943035865279
2016-01-30,62.25891278018765
2016-01-31,59.16172663972419
2016-02-01,59.60140632765501
2016-02-02,57.534558781081955
2016-02-03,59.167836953162166
2016-02-04,63.394312988662946
2016-02-05,71.33474730377056
2016-02-06,69.26373538382614
2016-02-07,66.46080401231781
2016-02-08,67.05691159355186
2016-02-09,65.00907089672914
2016-02-10,66.5272915615121
2016-02-11,70.5108550236883
2016-02-12,78.08942046501426
2016-02-13,75.54894760237738
2016-02-14,72.18251352892382
2016-02-15,72.13648512777692
2016-02-16,69.38477343181052
2016-02-17,70.15537629639131
2016-02-18,73.33140795893554
2016-02-19,80.09624368745823
2016-02-20,76.75453721481948
2016-02-21,72.61743729417636
2016-02-22,71.84835576455215
2016-02-23,68.43684699070057
2016-02-24,68.62481386605215
2016-02-25,71.3420706108599
2016-02-26,77.746777821233
2016-02-27,74.15075128871702
2016-02-28,69.8697359658863
2016-02-29,69.06911886730347
2016-03-01,65.73781735128583
2016-03-02,66.11455678293541
2016-03-03,69.12356503184229
2016-03-04,75.9151949806968
2016-03-05,72.79147090901816
2016-03-06,69.05664326134826
2016-03-07,68.86321770327177
2016-03-08,66.18618622785667
2016-03-09,67.24966507012218
2016-03-10,70.96295733416198
2016-03-11,78.46154191162063
2016-03-12,76.03297516785595
2016-03-13,72.96778097451147
2016-03-14,73.40578675374469
2016-03-15,71.31062596303275
2016-03-16,72.78019939790585
2016-03-17,76.83213889932026
2016-03-18,84.59571004174727
2016-03-19,82.35419944290334
2016-03-20,79.39583087039581
2016-03-21,79.86007469915421
2016-03-22,77.71207332949821
2016-03-23,79.1693846058229
2016-03-24,83.1380608903284
2016-03-25,90.75356755222445
2016-03-26,88.30653185783571
2016-03-27,85.09340451160693
2016-03-28,85.26250011955321
2016-03-29,82.7881472706197
2016-03-30,83.8971583559613
2016-03-31,87.50464462459549
2016-04-01,94.75468762058469
2016-04-02,91.94586470740849
2016-04-03,88.38171680039864
2016-04-04,88.21662944463596
2016-04-05,85.42986166722125
2016-04-06,86.25193523576368
2016-04-07,89.7461599202166
2016-04-08,96.91206152770478
2016-04-09,94.04819772627586
2016-04-10,90.45695860541565
2016-04-11,90.29056377794147
2016-04-12,87.5252369503082
2016-04-13,88.38776512177748
2016-04-14,91.791463021009
2016-04-15,98.8770472847113
2016-04-16,95.9384099241111
2016-04-17,92.27336979263265
2016-04-18,92.02986284552702
2016-04-19,89.18029466619609
2016-04-20,89.94825667548356
2016-04-21,93.24462163252608
2016-04-22,100.20851882428772
2016-04-23,97.13317539495077
2016-04-24,93.31670053522879
2016-04-25,92.90827248401187
2016-04-26,89.88245215185461
2016-04-27,90.46582627392722
2016-04-28,93.57299829373598
2016-04-29,100.63189030194641
2016-04-30,97.65605039752572
2016-05-01,93.94864063307668
